Date,Open,High,Low,Close,Adj Close,Volume
2023-12-11,130.559998,135.039993,128.250000,134.410004,134.410004,98668300
2023-12-12,132.250000,139.889999,131.899994,137.610001,137.610001,111677800
2023-12-13,137.970001,139.240005,136.029999,138.190002,138.190002,70651600
2023-12-14,138.889999,141.820007,135.729996,138.000000,138.000000,76115200
2023-12-15,139.520004,140.889999,137.250000,139.149994,139.149994,70178600
2023-12-18,139.149994,139.789993,137.649994,138.899994,138.899994,45199500
2023-12-19,138.570007,143.470001,138.559998,140.149994,140.149994,63739800
2023-12-20,139.000000,139.580002,135.369995,135.470001,135.470001,54671700
2023-12-21,138.139999,139.979996,137.380005,139.910004,139.910004,47179400
2023-12-22,140.479996,140.699997,138.309998,139.600006,139.600006,35370400
2023-12-26,140.070007,143.850006,139.919998,143.410004,143.410004,47157400
2023-12-27,144.720001,146.250000,143.179993,146.070007,146.070007,49033400
2023-12-28,146.800003,150.410004,145.949997,148.759995,148.759995,63800700
2023-12-29,149.500000,151.050003,147.199997,147.410004,147.410004,62028200
2024-01-02,144.279999,144.399994,137.429993,138.580002,138.580002,64902000
2024-01-03,135.710007,137.429993,133.740005,135.320007,135.320007,61988600
2024-01-04,134.300003,137.699997,134.000000,136.009995,136.009995,58610300
2024-01-05,136.779999,141.009995,136.440002,138.580002,138.580002,69595000
2024-01-08,140.360001,147.149994,140.149994,146.179993,146.179993,71756900
2024-01-09,145.949997,149.860001,145.080002,149.259995,149.259995,67875700
2024-01-10,150.070007,150.880005,146.649994,148.539993,148.539993,56951200
2024-01-11,148.520004,150.380005,143.690002,148.020004,148.020004,62764600
2024-01-12,148.039993,148.750000,145.000000,146.559998,146.559998,48250800
2024-01-16,150.360001,159.720001,149.979996,158.740005,158.740005,112711400
2024-01-17,158.449997,160.639999,154.399994,160.169998,160.169998,104085000
2024-01-18,166.199997,168.600006,158.220001,162.669998,162.669998,131864900
2024-01-19,165.800003,174.250000,162.199997,174.229996,174.229996,139825500
2024-01-22,174.389999,174.720001,164.149994,168.179993,168.179993,122973800
2024-01-23,166.500000,169.630005,164.270004,168.419998,168.419998,76830500
2024-01-24,172.550003,180.580002,170.559998,178.289993,178.289993,125516400
2024-01-25,183.410004,184.919998,177.630005,180.330002,180.330002,127171400
2024-01-26,175.289993,181.229996,174.149994,177.250000,177.250000,107381200
2024-01-29,178.770004,178.889999,174.399994,177.830002,177.830002,89384500
2024-01-30,176.130005,178.479996,169.520004,172.059998,172.059998,122265700
2024-01-31,165.740005,171.300003,162.559998,167.690002,167.690002,133157300
2024-02-01,169.270004,171.139999,165.860001,170.479996,170.479996,91576700
2024-02-02,173.789993,179.000000,173.050003,177.660004,177.660004,82078100
2024-02-05,179.089996,180.009995,171.110001,174.229996,174.229996,76349200
2024-02-06,173.149994,173.880005,165.500000,167.880005,167.880005,68854100
2024-02-07,169.470001,172.970001,168.199997,170.940002,170.940002,53665400
2024-02-08,170.330002,172.169998,168.600006,169.350006,169.350006,43385300
2024-02-09,171.000000,175.100006,168.660004,172.479996,172.479996,56375700
2024-02-12,172.679993,177.410004,170.669998,171.910004,171.910004,58177100
2024-02-13,167.940002,173.169998,164.300003,171.539993,171.539993,63071300
2024-02-14,173.470001,178.740005,172.880005,178.699997,178.699997,57402500
2024-02-15,179.139999,180.500000,175.259995,176.759995,176.759995,51126400
2024-02-16,177.449997,180.330002,173.250000,173.869995,173.869995,53896000
2024-02-20,171.139999,171.809998,162.000000,165.690002,165.690002,66550000
2024-02-21,162.740005,164.899994,161.809998,164.289993,164.289993,48774600
2024-02-22,173.199997,183.830002,172.000000,181.860001,181.860001,100684700
2024-02-23,181.860001,183.800003,174.550003,176.520004,176.520004,69207400
2024-02-26,178.779999,179.839996,174.809998,176.009995,176.009995,45435100
2024-02-27,175.919998,178.460007,172.490005,178.000000,178.000000,43665200
2024-02-28,176.250000,176.839996,173.589996,176.539993,176.539993,35914400
2024-02-29,179.820007,193.000000,179.820007,192.529999,192.529999,105538500
2024-03-01,197.910004,202.720001,195.419998,202.639999,202.639999,103583000
2024-03-04,205.160004,211.009995,203.500000,205.360001,205.360001,86835300
2024-03-05,200.500000,205.330002,199.149994,205.130005,205.130005,65407100
2024-03-06,210.429993,214.809998,207.320007,210.630005,210.630005,86687000
2024-03-07,212.520004,213.830002,208.220001,211.380005,211.380005,63869000
2024-03-08,213.410004,227.300003,205.600006,207.389999,207.389999,120592600
2024-03-11,203.009995,203.550003,196.699997,198.389999,198.389999,73098600
2024-03-12,200.520004,202.850006,194.270004,202.759995,202.759995,68951700
2024-03-13,198.729996,198.830002,192.699997,194.789993,194.789993,70526900
2024-03-14,192.919998,196.929993,184.029999,187.059998,187.059998,84490500
2024-03-15,184.830002,193.800003,184.479996,191.059998,191.059998,95225700
2024-03-18,193.289993,193.500000,188.050003,190.649994,190.649994,59306900
2024-03-19,183.160004,185.610001,177.360001,181.419998,181.419998,83509500
2024-03-20,182.029999,182.679993,174.000000,179.729996,179.729996,81773100
2024-03-21,185.970001,187.690002,177.660004,178.679993,178.679993,75265600
2024-03-22,177.210007,180.759995,175.050003,179.649994,179.649994,57832100
2024-03-25,172.899994,182.800003,172.000000,178.630005,178.630005,71935300
2024-03-26,179.539993,182.600006,176.330002,177.869995,177.869995,65322400
2024-03-27,179.960007,181.229996,175.399994,179.589996,179.589996,55638000
